business_name,street_address,address_nickname,email_address,phone_primary,phone_secondary,website,hours_open_title,hours_open,payment_options,general_info,industry_searched,geo_location_searched
Pep Boys,"3195 Eggert Rd, Tonawanda, NY 14150",,contactus@pepboys.com, (716) 862-8213,,https://pepboys.com/stores/ny/tonawanda/3195-eggert-road?storeCode=1651,Regular Hours,,"check, diners club, discover, amex, cash, master card, visa","Pep Boys Tonawanda on Eggert Road has everything your car, truck or SUV needs. Auto repair, oil change, new tires, discount tires, brakes, battery replacement, inspection, towing and other service appointments are available same day.  With 100 years in business, our ASE certified mechanics go further to help you go farther.  Call or schedule your appointment online.",SaaS,"Buffalo, NY"
Pep Boys,"3766 Mckinley Pkwy, Blasdell, NY 14219",,contactus@pepboys.com, (716) 826-1606,,https://pepboys.com/stores/ny/blasdell/3766-mckinley-parkway?storeCode=0145,Regular Hours,,"visa, master card, amex, discover, cash, check, diners club","Pep Boys Blasdell on Mckinley Parkway has everything your car, truck or SUV needs. Auto repair, oil change, new tires, discount tires, brakes, battery replacement, inspection, towing and other service appointments are available same day.  With 100 years in business, our ASE certified mechanics go further to help you go farther.  Call or schedule your appointment online.",SaaS,"Buffalo, NY"
Monro Auto Service & Tire Center,"2291 George Urban Blvd, Depew, NY 14043",,fleetservices@monro.com, (716) 681-5106,(877) 466-6676,http://www.monro.com,Regular Hours,,"amex, visa, mastercard","Because you need to TRUST who’s working on your car. Schedule an appointment online. We have extended hours and convenient locations to make it easier for you to do business with Monro.  Save up to 50% over dealer prices on complete factory scheduled maintenance. From oil changes to brakes and belts, Monro’s experienced technicians can perform all of the required tasks to keep your vehicle running like new and your warranty in effect. Our Best Price Guarantee—we’ll beat any competitor’s advertised price or written quote by 5%—ensures you never pay too much for your repairs. Monro is also one of the largest independent tire dealers in the United States. Our One Easy Price includes free mounting & balancing, valve stems, and a free alignment check, free lifetime rotations, and our 30-day Best Price and Ride Guarantees. We carry thousands of tires in stock and ready to install at your convenience.",SaaS,"Buffalo, NY"
AutoZone Auto Parts,"1200 French Rd, Depew, NY 14043",,customer.service@autozone.com, (716) 656-8434,(800) 288-6966,https://www.autozone.com/locations/ny/depew/1200-french-rd.html,Regular Hours,,"discover, master card, visa, amex, paypal, debit","AutoZone French Road in Depew, NY is one of the nation's leading retailer of auto parts including new and remanufactured hard parts, maintenance items and car accessories. Visit your local AutoZone in Depew, NY or call us at (716) 656-8434.",SaaS,"Buffalo, NY"
Advance Auto Parts,"3421 Transit Rd, Depew, NY 14043",,, (716) 656-8970,,https://stores.advanceautoparts.com/ny/depew/3421-transit-rd?utm_medium=local&utm_source=yext&utm_content=listing-2016-12-29&utm_campaign=aap,Regular Hours,,"amex, cash, check, discover, visa, master card","Advance Auto Parts at 3421 Transit Rd in Depew is one of the nation’s leading auto parts retailers stocking new and remanufactured automotive parts, maintenance items, and accessories such as batteries and oil filters for all makes and models. Visit your local store in Depew, call us or go online to order and pickup in-store. Carquest is part of Advance Auto Parts, Inc., the largest automotive aftermarket parts supplier in the U.S. Save even more on your next visit by signing up for Speed Perks and receive discounts on the parts you need at participating stores.",SaaS,"Buffalo, NY"
AutoZone Auto Parts,"3277 Walden Ave, Depew, NY 14043",,customer.service@autozone.com, (716) 681-8082,(800) 288-6966,https://www.autozone.com/locations/ny/depew/3277-walden-ave.html,Regular Hours,,"amex, discover, master card, visa, debit, paypal","AutoZone Walden Ave in Depew, NY is one of the nation's leading retailer of auto parts including new and remanufactured hard parts, maintenance items and car accessories. Visit your local AutoZone in Depew, NY or call us at (716) 681-8082.",SaaS,"Buffalo, NY"
Advance Auto Parts,"76 Niagara St, Tonawanda, NY 14150",Tops Plz,, (716) 694-6586,,https://stores.advanceautoparts.com/ny/tonawanda/76-niagara-st?utm_medium=local&utm_source=yext&utm_content=listing-2016-12-29&utm_campaign=aap,Regular Hours,,"master card, visa, amex, cash, check, discover","Advance Auto Parts at 76 Niagara St in Tonawanda is one of the nation’s leading auto parts retailers stocking new and remanufactured automotive parts, maintenance items, and accessories such as batteries and oil filters for all makes and models. Visit your local store in Tonawanda, call us or go online to order and pickup in-store. Carquest is part of Advance Auto Parts, Inc., the largest automotive aftermarket parts supplier in the U.S. Save even more on your next visit by signing up for Speed Perks and receive discounts on the parts you need at participating stores.",SaaS,"Buffalo, NY"
Pep Boys,"5071 Southwestern Blvd, Hamburg, NY 14075",,contactus@pepboys.com, (716) 649-5719,,https://pepboys.com/stores/ny/hamburg/5071-southwestern-blvd?storeCode=6560,Regular Hours,,"visa, amex, discover, master card, cash, check, diners club","Formerly S & S Service. Pep Boys Hamburg on Southwestern Blvd has everything your car, truck or SUV needs. Auto repair, oil change, new tires, discount tires, brakes, battery replacement, inspection, towing and other service appointments are available same day.  With 100 years in business, our ASE certified mechanics go further to help you go farther.  Call or schedule your appointment online.",SaaS,"Buffalo, NY"
AutoZone Auto Parts,"2 Goundry St, North Tonawanda, NY 14120",,customer.service@autozone.com, (716) 743-0506,(800) 288-6966,https://www.autozone.com/locations/ny/north-tonawanda/2-goundry-st.html,Regular Hours,,"amex, discover, master card, visa, paypal, debit","AutoZone Goundry St in North Tonawanda, NY is one of the nation's leading retailer of auto parts including new and remanufactured hard parts, maintenance items and car accessories. Visit your local AutoZone in North Tonawanda, NY or call us at (716) 743-0506.",SaaS,"Buffalo, NY"
Monro Auto Service & Tire Center,"5598 Camp Rd, Hamburg, NY 14075",,fleetservices@monro.com, (716) 648-6616,(877) 466-6676,http://locations.monro.com/ny/hamburg/5598-camp-road.html?utm_source=yext&utm_medium=local&utm_campaign=yext-local,Regular Hours,,"mastercard, amex, visa","Because you need to TRUST who’s working on your car. Schedule an appointment online. We have extended hours and convenient locations to make it easier for you to do business with Monro.  Save up to 50% over dealer prices on complete factory scheduled maintenance. From oil changes to brakes and belts, Monro’s experienced technicians can perform all of the required tasks to keep your vehicle running like new and your warranty in effect. Our Best Price Guarantee—we’ll beat any competitor’s advertised price or written quote by 5%—ensures you never pay too much for your repairs. Monro is also one of the largest independent tire dealers in the United States. Our One Easy Price includes free mounting & balancing, valve stems, and a free alignment check, free lifetime rotations, and our 30-day Best Price and Ride Guarantees. We carry thousands of tires in stock and ready to install at your convenience.",SaaS,"Buffalo, NY"
Advance Auto Parts,"5935 Camp Rd, Hamburg, NY 14075",,JoeB@advancedautoparts.com, (716) 648-9770,,https://stores.advanceautoparts.com/ny/hamburg/5935-camp-rd?utm_medium=local&utm_source=yext&utm_content=listing-2016-12-29&utm_campaign=aap,Regular Hours,,"cash, check, amex, discover, master card, visa","Advance Auto Parts at 5935 Camp Rd in Hamburg is one of the nation’s leading auto parts retailers stocking new and remanufactured automotive parts, maintenance items, and accessories such as batteries and oil filters for all makes and models. Visit your local store in Hamburg, call us or go online to order and pickup in-store. Carquest is part of Advance Auto Parts, Inc., the largest automotive aftermarket parts supplier in the U.S. Save even more on your next visit by signing up for Speed Perks and receive discounts on the parts you need at participating stores.",SaaS,"Buffalo, NY"
Jaguar Buffalo,"621 Getzville Rd, Amherst, NY 14226",,questions@northtownauto.com, (716) 271-8279,(716) 923-2108,https://www.jaguarbuffalo.com,Regular Hours,,"visa, master card, amex, cash, discover, check, financing available","Our Brand-New State of the Art Dealership is now open! Come visit us at our new location at 621 Getzville Rd. in Amherst NY 14226. 
 
Jaguar Buffalo is now part of Northtown Automotive Companies and its family of dealerships. We're excited to align Jaguar with Land Rover and our other luxury brands we offer.  Jaguar Buffalo carries the entire line-up and we invite you to stop by to see and test drive for yourself.   
 
Jaguar is packed full of exciting models which thrill the senses, such as the sporty F-Type coupe or XE & XF Sedans. Perhaps you're looking for an SUV which is practical yet injected with the DNA of a sports car? Jaguar offers the AWD F-PACE, E-PACE & brand new All-electric I-PACE performance SUVs. The entire line up is bursting with luxury and State-of-the-art technology such as: Heads-up Display, advanced InControl multimedia systems, and advanced driving aids. 
 
Northtown Jaguar Buffalo looks forward to pampering you with white glove customer service and providing the best car purchasing experience in Buffalo & WNY. Any questions please call us at: (716) 831-3100 or to schedule a service with one of our experienced and Certified Jaguar Technicians please call: (716) 265-6368.  We’ll see you then!",SaaS,"Buffalo, NY"
Zittels Country Market,"4415 Southwestern Blvd, Hamburg, NY 14075","Located in Hamburg, NY on Southwestern Blvd (Rt. 20) between South Park (Rt. 62) and McKinley.",terry@zittels.com, (716) 649-3010,(716) 649-5224,http://www.zittels.com,Regular Hours,,"debit, check, cash, all major credit cards","Nursery, garden center and produce market. Large selection of annuals, hanging baskets, perennials, trees, shrubs, fresh market vegetables, and plant material.",SaaS,"Buffalo, NY"
Wieland Automotive,"3500 Transit Rd, Depew, NY 14043",,wielandauto@roadrunner.com, (716) 656-8484,(716) 656-7357,http://www.wielandautomotive.com,Regular Hours,,financing available,"Find ACDelco auto parts for your vehicle at Wieland Automotive in Depew, NY. Wieland Automotive provides high-quality car parts for all major vehicle systems, as well as off-road, marine and industrial equipment. Our product portfolio includes maintenance parts, such as car batteries, spark plugs, oil filters, air filters, wiper blades, and brakes, as well as repair parts such as alternators, radiators, chassis and heating/cooling components.",SaaS,"Buffalo, NY"
Transitowne Jeep Chrysler Dodge Ram of West Seneca,"2989 Transit Rd, Elma, NY 14059",,, (716) 674-6400,,https://www.transitownewestseneca.com,Regular Hours,,,"More Than Just a Dealership At Transitowne Dodge Chrysler Jeep Ram of West Seneca, we aim to bring our drivers much more than just great inventory. We want to be your one-stop-shop for automotive needs. When it comes time for a service or repair, be sure to schedule a service with our professional technicians. Or if you like to get under the hood yourself, we have a Parts Center to satisfy your OEM parts needs. We also want to make your experience affordable. Whether you're buying a new or used car, our finance experts are ready to help you find the right plan for your budget.",SaaS,"Buffalo, NY"
Magic Glass and Trim,"370 Oliver St, North Tonawanda, NY 14120",,magicglassandtrim@yahoo.com, (716) 694-3084,(716) 245-4102,http://www.magicglassandtrim.com,Regular Hours,,master card,"Besides being one of Buffalo & WNY's premier glass replacement companies, Magic Glass & Trim offers a complete line of add-on accessories, installation and repair services.",SaaS,"Buffalo, NY"
Northtown Honda,"2277 Niagara Falls Blvd, Amherst, NY 14228",,questions@northtownauto.com, (716) 790-6800,(716) 691-7800,https://www.northtownhonda.com,Regular Hours,,"visa, amex, cash, discover, master card","Welcome to Northtown Honda 
 
Our showrooms are open again but if preferred feel free schedule an appointment by visiting www.northtownhonda.com or give us a call at 716-790-6800. Our team members continue to be dedicated to serving you during these challenging times. We hope you and your loved ones stay safe and healthy.  
 
From before you even walk into our showroom to long after you drive home, all of our customers here at Northtown Honda are customers for life. Being car-owners ourselves, it's only fitting that we'd provide our drivers with the kind of courtesy, service and respect that we would expect. 
 
It all starts with our extensive lineup of fabulous new and used Honda models. Whether you're looking for something for the whole family to enjoy or something to spice up your daily commute, the world is your oyster when you consider the lineup of vehicles we carry. And thanks to the car loan and Honda lease options that are available throughout the year, it's never been easier to get behind the wheel on your terms. 
 
From there, the experts in our car service and maintenance department will be there to make sure that your vehicle will continue to run as smoothly as it did on Day One. Or if you're looking do some upgrades with the latest and greatest Honda parts on the market, you can trust the experts at Northtown Honda cover your automotive needs. 
 
The customer service never stops once you visit us here at Northtown Honda. There's never been a better time to drop on by at our dealership here in 2277 Niagara Falls Blvd Amherst, New York, proudly serving drivers from Buffalo, Cheektowaga and West Seneca. We're very much looking forward to it.",SaaS,"Buffalo, NY"
Aldi,"4030 Maple Rd, Amherst, NY 14226",,, (855) 955-2534,,https://www.aldi.us/en/weekly-specials/our-weekly-ads,Regular Hours,,"amex, discover, master card, visa, cash","Visit your Amherst ALDI for low prices on groceries and home goods. From fresh produce and meats to organic foods, beverages and other award-winning items, ALDI makes the flavorful affordable. Plus, with new limited-time ALDI Finds added to shelves each week, there’s always something new to discover. Shop online with curbside pickup or delivery, or swing by your neighborhood market at 4030 Maple Rd to start saving on quality products.",SaaS,"Buffalo, NY"
Scruggs Automotive,"6440 Seneca St, Elma, NY 14059",,scruggsautoelma@gmail.com, (716) 652-2424,,https://www.scruggsauto.com,Regular Hours,,,"Welcome To Scruggs Automotive Repair 
Scruggs Automotive Repair has been providing quality car care since 1981. 
 
We are a family owned business delivering honest and professional automotive repair and auto maintenance services to the people of Western New York and surrounding areas. The quality ASE (automotive service excellence) certified technicians at Scruggs Automotive Repair employ today’s latest automotive technology and are equipped to handle all major and minor repairs on foreign and domestic vehicles.",SaaS,"Buffalo, NY"
Aldi,"3750 Mckinley Pkwy, Blasdell, NY 14219",,, (855) 955-2534,,https://www.aldi.us/en/weekly-specials/our-weekly-ads,Regular Hours,,"amex, cash, discover, master card, visa","Visit your Blasdell ALDI for low prices on groceries and home goods. From fresh produce and meats to organic foods, beverages and other award-winning items, ALDI makes the flavorful affordable. Plus, with new limited-time ALDI Finds added to shelves each week, there’s always something new to discover. Shop online with curbside pickup or delivery, or swing by your neighborhood market at 3750 McKinley Parkway to start saving on quality products.",SaaS,"Buffalo, NY"
Advance Auto Parts,"4250 Mckinley Pkwy, Hamburg, NY 14075",,, (716) 312-6120,,https://stores.advanceautoparts.com/ny/hamburg/4250-mckinley-pkwy?utm_medium=local&utm_source=yext&utm_content=listing-2016-12-29&utm_campaign=aap,Regular Hours,,"amex, cash, check, discover, master card, visa","Advance Auto Parts at 4250 McKinley Pkwy in Hamburg is one of the nation’s leading auto parts retailers stocking new and remanufactured automotive parts, maintenance items, and accessories such as batteries and oil filters for all makes and models. Visit your local store in Hamburg, call us or go online to order and pickup in-store. Carquest is part of Advance Auto Parts, Inc., the largest automotive aftermarket parts supplier in the U.S. Save even more on your next visit by signing up for Speed Perks and receive discounts on the parts you need at participating stores.",SaaS,"Buffalo, NY"
Valu Auto Care Ctr,"1346 Niagara Falls Blvd, Tonawanda, NY 14150",,, (716) 834-8822,,http://www.valuautocare.com,Regular Hours,,"amex, discover, master card, visa",,SaaS,"Buffalo, NY"
Advance Auto Parts,"3329 Southwestern Blvd, Orchard Park, NY 14127",,, (716) 677-0148,,https://stores.advanceautoparts.com/ny/orchard-park/3329-southwestern-blvd?utm_medium=local&utm_source=yext&utm_content=listing-2016-12-29&utm_campaign=aap,Regular Hours,,"amex, cash, check, discover, master card, visa","Advance Auto Parts at 3329 Southwestern Blvd in Orchard Park is one of the nation’s leading auto parts retailers stocking new and remanufactured automotive parts, maintenance items, and accessories such as batteries and oil filters for all makes and models. Visit your local store in Orchard Park, call us or go online to order and pickup in-store. Carquest is part of Advance Auto Parts, Inc., the largest automotive aftermarket parts supplier in the U.S. Save even more on your next visit by signing up for Speed Perks and receive discounts on the parts you need at participating stores.",SaaS,"Buffalo, NY"
Tops Friendly Market,"890 Young St, Tonawanda, NY 14150",Youngmann Plaza,, (716) 692-8254,(716) 692-8750,http://www.topsmarkets.com,Regular Hours,,"master card, visa, amex, cash, check, discover, debit, all major credit cards",,SaaS,"Buffalo, NY"
Advance Auto Parts,"4845 Broadway, Depew, NY 14043",,, (716) 686-9161,,https://stores.advanceautoparts.com/ny/depew/4845-broadway?utm_medium=local&utm_source=yext&utm_content=listing-2016-12-29&utm_campaign=aap,Regular Hours,,"cash, check, amex, discover, master card, visa","Advance Auto Parts at 4845 Broadway in Depew is one of the nation’s leading auto parts retailers stocking new and remanufactured automotive parts, maintenance items, and accessories such as batteries and oil filters for all makes and models. Visit your local store in Depew, call us or go online to order and pickup in-store. Carquest is part of Advance Auto Parts, Inc., the largest automotive aftermarket parts supplier in the U.S. Save even more on your next visit by signing up for Speed Perks and receive discounts on the parts you need at participating stores.",SaaS,"Buffalo, NY"
Wegmans,"4960 Transit Rd, Depew, NY 14043",,, (716) 685-7300,,https://www.wegmans.com?utm_source=yp&utm_medium=local&utm_campaign=wegmans&utm_source=yp&utm_medium=local&utm_campaign=wegmans,Regular Hours,,,"Modern supermarkets offering online ordering for fresh groceries and prepared foods with convenient delivery & curbside pickup. Highest quality ingredients at consistent low prices, floral, & more.",SaaS,"Buffalo, NY"
Isuzu Dealership,"3535 Southwestern Blvd, Orchard Park, NY 14127",,jlucernoni@towneauto.com, (716) 662-6530,(877) 532-7194,http://www.townemazda.com,Regular Hours,,financing available,,SaaS,"Buffalo, NY"
Napa Auto Parts - Genuine Parts Company,"4907 Transit Rd, Lancaster, NY 14086",,, (716) 683-5400,(716) 668-7553,http://www.napaonline.com,Regular Hours,,"cash, check, master card, visa, amex, debit, discover","NAPA was created to meet America's growing need for an effective auto parts distribution system. Today, 91% of DIY customers recognize the NAPA brand name.",SaaS,"Buffalo, NY"
CARQUEST Auto Parts,"6470 Transit Rd, Depew, NY 14043",,, (716) 686-5333,(716) 601-4317,http://www.carquest.com,Regular Hours,,"master card, visa",,SaaS,"Buffalo, NY"
Zeigler Honda Amherst,"2277 Niagara Falls Blvd., Amherst, NY 14228",,, (716) 691-7800,(269) 207-0502,http://automobiles.honda.com/tools/dealer-locator/results.aspx?cs=2&dealer=208604,Regular Hours,,"check, debit, cash, all major credit cards, financing available, insurance",,SaaS,"Buffalo, NY"
Dollar General,"5150 Broadway, Depew, NY 14043",,, (716) 683-2876,(716) 288-5132,http://www.dollargeneral.com,Regular Hours,,"all major credit cards, debit, discover, master card, paypal, visa, amex","Dollar General is proud to be America's neighborhood general store. We strive to make shopping hassle-free and affordable with more than 15,000 convenient, easy-to-shop stores. Our stores deliver everyday low prices on items including food, snacks, health and beauty aids, cleaning supplies, family apparel, housewares, seasonal items, paper products and much more from America's most-trusted brands and products, along with Dollar General's high-quality private brands.",SaaS,"Buffalo, NY"
Smart Start Ignition Interlock,"283 Main St, North Tonawanda, NY 14120",,, (716) 243-4538,(800) 831-3299,https://www.smartstartinc.com/locations/ignition-interlock-new-york-north-tonawanda-283-main-st-14120/?utm_source=dynamic&utm_campaign=3288&utm_medium=seolocal,Regular Hours,,,"An alcohol monitoring service and technology manufacturer with one of the largest Ignition Interlock Device programs worldwide. Smart Start is the premier provider with a foundation built on superior product innovation with its Interlock Devices or IIDs, and excellent customer service with its bilingual, 24/7/365 Customer Care Center. With many locations worldwide, fair pricing and robust technology, Smart Start is the Interlock leader of choice for drivers with an Interlock requirement, and for DMV divisions and judicial authorities. Smart Start also offers portable alcohol monitoring device services.",SaaS,"Buffalo, NY"
Save-A-Lot,"10 Aurora St, Lancaster, NY 14086",,, (716) 683-0003,(716) 683-5960,http://www.save-a-lot.com,Regular Hours,,"all major credit cards, amex, discover, master card, visa, cash, check, debit","Established in 1977, Save-A-Lot food stores is one of the leading grocery chains in the United States. It operates around 1,200 grocery stores in urban, rural and suburban neighborhoods. Its store network spans from Maine to California, serving more than 4 million customers each week. Based in Lancaster, N.Y., the store carries Save-A-Lot and national brands as well as have categories for baby needs, beverages, canned goods, condiments, dairy, frozen food, personal care, household items, meat, fruits, vegetables and more. Additionally, it is a subsidiary of Supervalu Inc., a Fortune 100 company and one of the largest companies in the United States' grocery channel.",SaaS,"Buffalo, NY"
Advance Auto Parts,"2166 Grand Island Blvd, Grand Island, NY 14072",,, (716) 775-6460,,https://stores.advanceautoparts.com/ny/grand-island/2166-grand-island-blvd?utm_medium=local&utm_source=yext&utm_content=listing-2016-12-29&utm_campaign=aap,Regular Hours,,"amex, cash, check, discover, master card, visa","Advance Auto Parts at 2166 Grand Island Blvd in Grand Island is one of the nation’s leading auto parts retailers stocking new and remanufactured automotive parts, maintenance items, and accessories such as batteries and oil filters for all makes and models. Visit your local store in Grand Island, call us or go online to order and pickup in-store. Carquest is part of Advance Auto Parts, Inc., the largest automotive aftermarket parts supplier in the U.S. Save even more on your next visit by signing up for Speed Perks and receive discounts on the parts you need at participating stores.",SaaS,"Buffalo, NY"
Advance Auto Parts,"4101 Transit Rd, Williamsville, NY 14221",Transitown Plz,, (716) 634-4595,,https://stores.advanceautoparts.com/ny/williamsville/4101-transit-rd?utm_medium=local&utm_source=yext&utm_content=listing-2016-12-29&utm_campaign=aap,Regular Hours,,"amex, cash, check, discover, master card, visa","Advance Auto Parts at 4101 Transit Rd in Williamsville is one of the nation’s leading auto parts retailers stocking new and remanufactured automotive parts, maintenance items, and accessories such as batteries and oil filters for all makes and models. Visit your local store in Williamsville, call us or go online to order and pickup in-store. Carquest is part of Advance Auto Parts, Inc., the largest automotive aftermarket parts supplier in the U.S. Save even more on your next visit by signing up for Speed Perks and receive discounts on the parts you need at participating stores.",SaaS,"Buffalo, NY"
Dollar General,"29 Niagara St, Tonawanda, NY 14150",,, (716) 695-2177,(716) 245-6540,http://www.dollargeneral.com/home/index.jsp?ab=localsvc,Regular Hours,,"amex, debit, discover, paypal, master card, visa, all major credit cards","Dollar General is proud to be America's neighborhood general store. We strive to make shopping hassle-free and affordable with more than 15,000 convenient, easy-to-shop stores. Our stores deliver everyday low prices on items including food, snacks, health and beauty aids, cleaning supplies, family apparel, housewares, seasonal items, paper products and much more from America's most-trusted brands and products, along with Dollar General's high-quality private brands.",SaaS,"Buffalo, NY"
Dollar General,"384 Twin Cities Memorial Hwy, North Tonawanda, NY 14120",,, (716) 695-7985,(716) 343-7356,http://www.dollargeneral.com,Regular Hours,,"master card, visa, all major credit cards, amex, debit, discover, paypal","Dollar General is proud to be America's neighborhood general store. We strive to make shopping hassle-free and affordable with more than 15,000 convenient, easy-to-shop stores. Our stores deliver everyday low prices on items including food, snacks, health and beauty aids, cleaning supplies, family apparel, housewares, seasonal items, paper products and much more from America's most-trusted brands and products, along with Dollar General's high-quality private brands.",SaaS,"Buffalo, NY"
CARQUEST Auto Parts,"4095 N Buffalo St, Orchard Park, NY 14127",,, (716) 662-9351,,http://www.carquest.com,Regular Hours,,,,SaaS,"Buffalo, NY"
Dollar General,"2329 Millersport Hwy, Getzville, NY 14068",,, (716) 688-9386,(716) 529-3225,http://www.dollargeneral.com,Regular Hours,,"master card, visa, amex, debit, discover, paypal","Dollar General is proud to be America's neighborhood general store. We strive to make shopping hassle-free and affordable with more than 15,000 convenient, easy-to-shop stores. Our stores deliver everyday low prices on items including food, snacks, health and beauty aids, cleaning supplies, family apparel, housewares, seasonal items, paper products and much more from America's most-trusted brands and products, along with Dollar General's high-quality private brands.",SaaS,"Buffalo, NY"
Napa Auto Parts - Karstedts Automotive Center Inc,"5909 Camp Rd, Hamburg, NY 14075",,, (716) 649-2214,(716) 646-5229,http://www.napaonline.com,Regular Hours,,"amex, master card, visa, cash, check, debit, discover","NAPA was created to meet America's growing need for an effective auto parts distribution system. Today, 91% of DIY customers recognize the NAPA brand name.",SaaS,"Buffalo, NY"
Dollar General,"6000 S Park Ave, Hamburg, NY 14075",Town Hall Plaza,feelritemap@adelphia.net, (716) 648-3661,(716) 412-0305,http://www.dollargeneral.com,Regular Hours,,"master card, visa, all major credit cards, amex, debit, paypal, discover","Dollar General is proud to be America's neighborhood general store. We strive to make shopping hassle-free and affordable with more than 15,000 convenient, easy-to-shop stores. Our stores deliver everyday low prices on items including food, snacks, health and beauty aids, cleaning supplies, family apparel, housewares, seasonal items, paper products and much more from America's most-trusted brands and products, along with Dollar General's high-quality private brands.",SaaS,"Buffalo, NY"
Premier Car Care,"6823 Main St, Williamsville, NY 14221",,, (716) 633-5630,,http://www.premiercarcarewny.com,Regular Hours,,"paypal, discover, mastercard, all major credit cards, debit, visa","At Premier Car Care, we believe that excellent service is delivered when you offer knowledge and convenience with a smile. This is how our three owner-operated Premier Car Care centers have served automobiles in Western New York for over twenty years.",SaaS,"Buffalo, NY"
Justin White,"5662 Main St, Williamsville, NY 14221",,, (716) 631-9100,,http://www.justinwhiteesq.com,Regular Hours,,"visa, debit, discover, mastercard, all major credit cards","Justin S. White provides aggressive representation to those who have legal matters concerning divorce, family law and other general practice issues. His firm provides the personal care and attention to all your legal affairs. Justin White is highly regarded in the profession for his excellence in the courtroom and at the negotiating table. He strives to provide his clients with the best legal representation and is committed to defending your rights.",SaaS,"Buffalo, NY"
CARQUEST Auto Parts,"601 Erie Ave, North Tonawanda, NY 14120",,, (716) 692-3773,,http://www.carquest.com,,,,,SaaS,"Buffalo, NY"
AutoZone Auto Parts,"5829 Camp Rd, Hamburg, NY 14075",,customer.service@autozone.com, (716) 649-0484,(800) 288-6966,https://www.autozone.com/locations/ny/hamburg/5829-camp-rd.html,Regular Hours,,"amex, discover, master card, visa, debit, paypal","AutoZone Camp Road in Hamburg, NY is one of the nation's leading retailer of auto parts including new and remanufactured hard parts, maintenance items and car accessories. Visit your local AutoZone in Hamburg, NY or call us at (716) 649-0484.",SaaS,"Buffalo, NY"
Aldi,"5999 S Park Ave, Hamburg, NY 14075",Hamburg Plz,, (855) 955-2534,,https://www.aldi.us/en/weekly-specials/our-weekly-ads,Regular Hours,,"amex, discover, master card, visa, cash","Visit your Hamburg ALDI for low prices on groceries and home goods. From fresh produce and meats to organic foods, beverages and other award-winning items, ALDI makes the flavorful affordable. Plus, with new limited-time ALDI Finds added to shelves each week, there’s always something new to discover. Shop online with curbside pickup or delivery, or swing by your neighborhood market at 5999 South Park Ave. to start saving on quality products.",SaaS,"Buffalo, NY"
Amton Auto & Truck,"4186 Delaware Ave, Tonawanda, NY 14150",,info@amtonautoandtruck.com, (716) 564-9010,,,Regular Hours,,all major credit cards,"Established in 2006, Amton Auto and Truck has been proudly serving western New York. We’ve grown from a small, two-bay shop down the street to our large five-bay facility in the heart of Tonawanda. We service all makes and model cars and trucks and specialize in diesel repair for Powerstroke, Duramax, and Cummins. We are proud to have ASE certified technicians and service advisors and are committed to repairing your vehicle right the first time.",SaaS,"Buffalo, NY"
Gold N Ham,"3085 Union Rd, Orchard Park, NY 14127",,goldnham@gmail.com, (716) 674-4600,,http://www.goldnham.com,Regular Hours,,,"Gold-N-Ham joins two of our passions  the delicious ham sold at this location for more than twenty years and the cash for gold business started by my father.Cash for GoldIt seems like everywhere you go there is someone who has a sign advertising We Buy Gold. So what makes us different?We treat our customers and their belongings with respect. If you dont know what your items are worth, we dont just tell you, we show you! We want our customers to walk away not just feeling like they got a good dealwe want you to know that you got a good deal!We know that the economy is not what it used to be. Times are tough and money and jobs are scarce. Thats why we pay the highest prices around! We want to help our community make it through these tough times. We are a locally owned and family operated business, and that is the relationship that we create with our customers.For over fifteen years, I worked for my father, selling and buying gold jewelry. I also took a liking to coin collecting as well as unique items that hold a collectors value.Wrist watches, pocket watches, Diamonds, gold items, silver items, platinum, war items, lighters, old US paper money, antiques, paintings, swordsyou name it, if it has a collectors value to it, I am interested in buying it!We would love to answer any questions you may have regarding our products or services. Simply complete the form. We strive to answer all questions within 48 business hours.",SaaS,"Buffalo, NY"
Monro Auto Service & Tire Center,"4872 Transit Rd, Depew, NY 14043",,fleetservices@monro.com, (716) 656-8855,(877) 466-6676,http://www.monro.com,Regular Hours,,"mastercard, amex, visa","Because you need to TRUST who’s working on your car. Schedule an appointment online. We have extended hours and convenient locations to make it easier for you to do business with Monro.  Save up to 50% over dealer prices on complete factory scheduled maintenance. From oil changes to brakes and belts, Monro’s experienced technicians can perform all of the required tasks to keep your vehicle running like new and your warranty in effect. Our Best Price Guarantee—we’ll beat any competitor’s advertised price or written quote by 5%—ensures you never pay too much for your repairs. Monro is also one of the largest independent tire dealers in the United States. Our One Easy Price includes free mounting & balancing, valve stems, and a free alignment check, free lifetime rotations, and our 30-day Best Price and Ride Guarantees. We carry thousands of tires in stock and ready to install at your convenience.",SaaS,"Buffalo, NY"
